id	type	age	metric1
2557	c	34	55.5699447903127
2558	a	37	51.4869252863918
2559	b	34	48.8309059665677
2560	a	36	30.8187897976297
2561	a	38	42.8656483400218
2562	c	37	61.8271437059862
2563	b	32	41.5263954598278
2564	b	24	45.5952065094833
2565	a	34	43.6462416006607
2566	a	37	37.6072786305452
2567	c	41	57.9567277528505
2568	c	36	59.3823593671901
2569	b	34	30.3646249418358
2570	a	33	49.5624360549272
2571	c	30	77.8003325183998
2572	a	36	53.2198219088419
2573	a	33	47.4367538892413
2574	b	36	30.2074464120107
2575	b	33	39.8391297210443
2576	c	33	64.4699039944825
2577	c	34	71.8731060634549
2578	a	38	50.0786438138861
2579	a	35	45.0034784979629
2580	b	32	33.148567001646
2581	a	34	58.3856672071819
2582	b	29	39.6146410242332
2583	a	38	67.0470387669708
2584	c	37	52.8741940386751
2585	c	37	45.9586230960657
2586	b	28	56.4326999303794
2587	a	33	45.1622512437774
2588	b	34	23.8160896414611
2589	b	30	64.0916011246381
2590	c	31	38.3696988891437
2591	b	37	55.8914372636955
2592	a	38	72.5511576077303
2593	a	37	29.0207080433547
2594	b	36	26.2319724665778
2595	b	33	51.4793474941477
2596	a	33	41.5227982100484
2597	c	38	57.0611844569282
2598	c	38	36.004432087518
2599	c	35	43.4151101688522
2600	b	37	56.4830662392423
2601	b	33	30.0534809985817
2602	a	33	63.2657298717332
2603	a	36	60.6839413184035
2604	b	34	56.475626855351
2605	a	37	54.8788698655094
2606	b	31	64.1195858810171
2607	a	37	65.1710439775515
2608	c	33	40.3890078129842
2609	b	39	45.2347146295862
2610	b	31	31.4076953170289
2611	c	30	56.390582266004
2612	a	31	47.3257020931533
2613	a	35	42.3322492847493
2614	a	37	67.7726916410284
2615	a	34	45.3235005463768
2616	a	32	69.9821244850305
2617	c	36	72.9969083159355
2618	a	35	55.6402278864575
2619	b	36	30.7405772678201
2620	b	38	41.1575659590344
2621	c	31	33.996268665916
2622	a	40	54.2223955904153
2623	a	33	36.8910468373254
2624	b	37	65.0575888359113
2625	a	36	40.2846944790081
2626	c	34	63.8470415686138
2627	a	37	48.0408269674876
2628	c	37	25.9027874758749
2629	c	37	70.8450559161262
2630	c	31	49.7502584322764
2631	b	37	42.655970676284
2632	c	29	57.2057595867233
2633	c	40	49.2180124808974
2634	b	35	69.077052750591
2635	c	37	44.4442504725834
2636	c	30	50.3878983024123
2637	b	36	20.381216651172
2638	c	32	40.0370931996048
2639	b	32	25.1711354027202
2640	b	38	65.94279289789
2641	a	35	50.9234851522825
2642	a	37	25.234067189161
2643	c	39	58.1879648689971
2644	c	40	46.7204789352168
2645	a	35	36.6236312006965
2646	a	32	53.7662397351842
2647	c	36	44.1847075480598
2648	b	40	58.6019797972738
2649	b	35	43.4354279161479
2650	b	39	44.1197556914195
2651	b	27	40.790276515659
2652	b	36	54.588303274211
2653	b	35	49.306766499375
2654	a	27	45.1858913117735
2655	a	35	56.7693721268336
2656	c	35	35.6229410495799
2657	c	36	66.6918070209924
2658	b	34	64.2143748894213
2659	c	35	54.6657704545646
2660	c	37	48.4080232740447
2661	a	31	34.2665217077275
2662	b	30	46.52789070514
2663	c	39	39.6431540401788
2664	c	40	30.22580920541
2665	a	31	74.8053717849027
2666	b	34	58.4156695674732
2667	a	36	75.8052693355515
2668	b	30	71.1538350060288
2669	a	34	32.6935041233279
2670	c	37	52.4238673740842
2671	a	35	29.4753963566283
2672	a	39	54.078455246922
2673	b	34	45.3159560364677
2674	b	33	40.1637158269246
2675	b	31	58.7612917483887
2676	b	35	74.3204771542654
2677	a	37	43.9828923981309
2678	b	34	49.2970297754215
2679	a	31	72.4418896519825
2680	a	31	15.4181346842527
2681	b	34	58.7665131684914
2682	c	33	33.102196263949
2683	a	43	38.3518775717445
2684	b	32	44.0662786040277
2685	a	35	97.9165889368919
2686	c	32	72.7918328510538
2687	a	35	47.60714348073
2688	c	34	73.3315452440919
2689	b	35	60.9573144017276
2690	c	33	40.4960153748805
2691	c	39	52.7015899939729
2692	b	38	50.7474763784406
2693	c	35	58.6897137426756
2694	b	29	60.9342339712068
2695	c	33	59.5433047591216
2696	c	37	67.8663166822183
2697	a	37	45.3300498569221
2698	a	34	20.7092736907793
2699	a	36	46.3781049436804
2700	b	36	48.2044029894949
2701	b	37	68.4258827627873
2702	b	36	56.0153217330928
2703	c	39	60.1476915637276
2704	b	34	32.5633297481792
2705	c	35	40.8230344003018
2706	a	35	72.6670744123161
2707	a	39	44.7924434791273
2708	b	39	33.3577546320686
2709	a	30	47.3863470739995
2710	a	30	47.8718058490503
2711	c	37	57.2515181531657
2712	b	31	25.2942654644123
2713	b	29	39.699572099548
2714	b	40	63.964692738917
2715	c	35	51.6345321104067
2716	c	38	52.1283158444808
2717	c	32	36.3722195748873
2718	b	39	28.3672026179914
2719	c	36	46.0987502775432
2720	a	34	45.464402272834
2721	a	36	60.5176665541887
2722	b	39	57.6773560573113
2723	a	36	50.0136381107097
2724	b	37	74.5044122916805
2725	a	38	59.7603235499494
2726	a	38	52.4039307328263
2727	b	36	43.8905423784301
2728	a	34	43.2683315694412
2729	a	36	40.5709723199041
2730	c	34	36.7009990855908
2731	c	38	41.8134291363474
2732	b	31	34.1711168869458
2733	a	32	45.318808341712
2734	b	31	41.8234025163591
2735	a	28	57.4397776970421
2736	b	33	55.8952045068047
2737	c	35	51.4475210192399
2738	a	32	44.7597748621878
2739	c	35	64.3819793222024
2740	a	29	64.2309906319744
2741	a	33	18.5089547303596
2742	b	32	92.8297997268031
2743	c	35	59.5167393509317
2744	a	36	60.1449136071765
2745	c	34	45.907895464659
2746	c	34	63.9015297060849
2747	c	35	69.8254829074508
2748	a	34	35.6983010587349
2749	a	34	22.5109082056511
2750	a	32	26.4406034122223
2751	c	31	57.3431650935297
2752	b	38	62.8242123870261
2753	b	32	42.181065284413
2754	c	39	61.9036817710821
2755	c	37	70.2538265219914
2756	b	38	49.05061364593
2757	a	32	48.9758807979458
2758	a	37	37.1700744248812
2759	c	31	50.5392594936414
2760	b	39	40.4901865509677
2761	c	39	41.4293491609513
2762	b	31	66.1990725843046
2763	a	32	46.7896792707281
2764	a	35	56.6863309096592
2765	a	32	74.9764456528365
2766	b	35	36.8891419119501
2767	a	31	30.9863364742571
2768	a	36	49.3498276881833
2769	b	36	36.9409733473875
2770	a	33	66.7657446950159
2771	a	38	43.3286228290652
2772	a	29	37.1132616345099
2773	c	34	52.8869165740193
2774	c	35	39.2207201667952
2775	c	32	30.0135609377719
2776	a	33	56.8125316487095
2777	b	29	54.8375161221311
2778	a	34	50.6102282747432
2779	b	36	56.566250818395
2780	a	42	76.6943875126248
2781	a	36	54.673771420785
2782	a	37	39.887902296854
2783	c	29	34.5301058305168
2784	a	32	21.9000847848062
2785	a	35	59.7061122886318
2786	a	33	52.7251669232406
2787	a	43	32.8351910187013
2788	a	28	27.1897459530947
2789	a	33	39.1720177863834
2790	c	34	54.7817957783713
2791	c	32	24.6378552856424
2792	c	32	89.9500988592091
2793	c	35	40.7811245794647
2794	b	33	33.3128063610516
2795	b	37	65.9981390227984
2796	a	31	44.4564812822317
2797	c	32	66.130835406872
2798	b	33	17.4478808860806
2799	b	41	69.3679738842706
2800	b	32	62.7595624632257
2801	b	34	39.6032942086345
2802	c	30	43.4192694239263
2803	a	37	34.9485911696288
2804	a	35	72.3038359454084
2805	c	36	50.2488300107277
2806	c	37	53.9441609531607
2807	b	34	30.0129588085806
2808	a	36	56.6537464386878
2809	b	35	51.2156864497282
2810	b	34	55.7542832716161
2811	a	35	80.6321337024088
2812	b	31	32.6411014179059
2813	b	34	62.1177003625529
2814	a	38	40.2657237797106
2815	a	39	69.0130614410865
2816	a	33	59.3138649245955
2817	a	33	62.0072565995353
2818	b	38	40.4849083605079
2819	a	37	52.4400840049543
2820	c	34	34.0951153459178
2821	b	32	51.1710646333783
2822	c	38	82.4567917936338
2823	a	33	59.1434907267016
2824	a	32	45.4226177812548
2825	a	35	29.5956827490959
2826	a	37	45.3503308152962
2827	b	36	54.6843894816722
2828	c	30	72.7994220352936
2829	c	39	55.6434485971804
2830	b	34	51.1719101070424
2831	b	35	45.5336909914501
2832	c	35	46.6300219928448
2833	b	33	59.7905851112372
2834	a	34	61.9480511164873
2835	b	31	41.8400960186298
2836	a	35	37.0293385798196
2837	a	36	56.9306823683331
2838	b	40	64.2286517233882
2839	c	32	29.697294647302
2840	a	37	42.1489175150893
2841	b	32	59.9711181484271
2842	c	31	51.8645098490408
2843	a	41	62.8317753642579
2844	b	32	73.3271760509701
2845	a	34	44.0868710404028
2846	a	34	52.5375275076647
2847	c	34	55.7775051396252
2848	a	36	65.7633140662992
2849	b	30	70.1971271511563
2850	b	37	72.8151973927258
2851	a	39	72.8810480682495
2852	c	37	31.4816769037006
2853	b	35	45.247780615684
2854	a	30	59.5764742426693
2855	a	34	74.4325106453376
2856	a	30	38.4698179719645
2857	c	30	71.8680736046319
2858	c	37	53.9468552811162
2859	b	33	54.5256738029023
2860	a	28	46.2928897885408
2861	b	34	58.5014910511755
2862	c	30	51.6535029406984
2863	c	30	52.1107658384942
2864	c	35	21.8279144200584
2865	a	36	39.9598962392931
2866	b	32	42.2127345728305
2867	b	33	47.8403036684711
2868	a	36	44.3553669790444
2869	a	31	62.6388873907565
2870	c	34	71.5673900702621
2871	b	33	47.5746894491309
2872	b	38	51.0934717030817
2873	c	34	60.7807717822007
2874	a	33	65.0230859494825
2875	a	39	53.8858346381909
2876	a	31	33.1305260063185
2877	c	41	66.0495860695426
2878	a	30	40.4604635604241
2879	b	33	77.4723582048395
2880	b	36	67.3752791069204
2881	c	32	40.6806709753446
2882	b	35	31.0180089130775
2883	c	33	65.7547771749663
2884	b	36	62.2889846897402
2885	b	36	43.655550887231
2886	b	36	35.3462772198444
2887	c	29	58.6586948797323
2888	a	37	51.4949051095934
2889	c	39	34.9673425895972
2890	c	37	55.5516544059358
2891	b	32	66.7404296549691
2892	b	34	40.157090820975
2893	b	36	52.3813278420067
2894	c	39	55.2666285444196
2895	a	34	74.3510204130203
2896	a	36	53.2319313523941
2897	a	34	51.7872282468692
2898	c	40	80.8428109466045
2899	a	36	66.5137549672011
2900	b	29	29.9570407952558
2901	a	35	51.4314522543848
2902	a	31	48.9897898087323
2903	c	32	45.4858217560461
2904	a	36	59.9043520590078
2905	c	34	82.7814189810849
2906	a	35	36.6417520511316
2907	b	32	35.3266994808164
2908	c	37	37.3624401894775
2909	c	32	23.9687429087257
2910	b	35	37.6883398211674
2911	a	40	43.6323639218764
2912	a	37	48.8346578885409
2913	a	35	26.5667272817349
2914	b	32	70.7055680029465
2915	a	37	34.7647269183523
2916	a	33	51.1594569759683
2917	b	32	54.3502065809631
2918	b	40	35.2252654261534
2919	a	32	35.5416020844141
2920	b	40	46.7343227584582
2921	a	35	56.4013054631894
2922	b	35	42.2147024098152
2923	a	37	45.0348369654637
2924	b	39	46.9311925873154
2925	b	39	71.5523156375767
2926	b	31	70.3393523150473
2927	a	33	61.6454870768442
2928	c	31	62.5670130511531
2929	b	31	61.3034771207298
2930	b	37	80.6775192189248
2931	a	32	52.486635326164
2932	b	32	44.5516940549359
2933	c	37	71.3258723306557
2934	a	37	30.5004913455661
2935	c	35	61.9864404569955
2936	a	32	51.0947750444142
2937	c	36	53.9526465511528
2938	b	29	47.6081068857312
2939	a	33	40.2078055199168
2940	c	34	51.4040698056695
2941	a	40	40.7935952860244
2942	a	37	23.1988168519833
2943	a	34	14.7373986823505
2944	c	31	33.9585729385821
2945	a	34	32.5615352281898
2946	c	35	74.0705904302566
2947	b	33	59.2833431412239
2948	b	33	42.6617125736962
2949	c	35	53.1467545055766
2950	c	31	55.2343032605591
2951	c	36	28.223401555236
2952	a	38	50.5778805692915
2953	b	32	27.4140057046222
2954	a	40	49.7569770914262
2955	c	33	36.1634720306654
2956	c	39	65.1169280768258
2957	c	36	49.2065151616157
2958	b	41	47.0020045220172
2959	c	31	60.700158653552
2960	b	32	35.7620044082906
2961	b	32	33.5779997183556
2962	b	34	56.6526296321774
2963	c	37	62.6527338999691
2964	b	34	59.2882616012405
2965	c	34	30.7873432348605
2966	b	37	49.433927630661
2967	c	37	30.4374315822437
2968	b	31	65.0202788206794
2969	b	36	61.0401272074931
2970	a	33	69.4355038984657
2971	c	37	55.2698588622585
2972	b	30	27.9176861653757
2973	a	37	37.7504655079357
2974	a	42	58.5876112834273
2975	c	36	41.6274367670473
2976	b	32	34.9957231281441
2977	c	38	80.2577982355144
2978	b	35	44.5998056892986
2979	b	39	34.5238479786796
2980	b	37	28.6043564569373
2981	c	36	40.9391331678081
2982	b	32	51.3203645510127
2983	c	45	68.1433858492959
2984	c	36	43.6766029709883
2985	b	33	34.9859431405136
2986	b	36	64.3242910115483
2987	c	35	53.5742383870593
2988	c	34	34.009723481908
2989	c	38	42.3861595552071
2990	b	39	27.0340370556206
2991	b	36	41.7543457856562
2992	b	33	45.9623113309901
2993	a	34	25.9976685898707
2994	c	33	24.1368724686671
2995	a	36	58.0567905820786
2996	b	33	74.9296792302828
2997	b	27	25.3782291719405
2998	a	28	60.0346652623381
2999	b	32	58.725121762243
3000	b	28	56.198675936697
3001	c	34	42.5611104758764
3002	b	42	30.7110057027776
3003	a	39	52.8716029672102
3004	c	36	53.5965027037768
3005	b	33	72.8269536964224
3006	b	38	33.9704413051816
3007	b	34	46.9433950326159
3008	c	40	56.2678651714677
3009	b	32	37.706730775958
3010	a	36	60.3691481982568
3011	b	32	17.6930453261691
3012	b	37	69.1194414195015
3013	b	38	36.2387463331853
3014	c	30	51.4193431400229
3015	c	36	62.021191270777
3016	a	40	59.8132570911168
3017	c	37	37.6526308774497
3018	b	35	44.8998486679312
3019	c	36	65.2596982603668
3020	c	34	62.5380986421853
3021	b	37	48.148829415501
3022	b	34	51.1249921299958
3023	b	36	49.157462070828
3024	c	36	51.6333560266737
3025	a	32	15.1915097855864
3026	b	40	27.1895244799951
3027	c	30	42.7750807770587
3028	b	34	49.3970144499664
3029	a	27	38.7742214922024
3030	c	37	52.2634462093507
3031	b	37	64.2377519895533
3032	b	30	53.4016845678748
3033	b	32	52.4189373628452
3034	b	42	49.4735561918816
3035	a	33	53.5843329171131
3036	b	33	41.5467322647078
3037	b	38	63.056477050425
3038	c	35	57.8589862940875
3039	a	38	34.1321806879631
3040	a	39	67.2133613455749
3041	a	39	57.5543206289834
3042	b	35	55.165906911265
3043	a	32	43.8848617113098
3044	c	31	62.9014402830575
3045	c	36	87.0085722826691
3046	b	35	58.9556872903514
3047	a	39	49.6466655718374
3048	a	29	37.7237564146523
3049	c	39	71.5962070532975
3050	c	36	53.0108405656643
3051	b	38	47.8608553142555
3052	c	30	43.3214977898004
3053	b	33	69.4933549794191
3054	b	33	43.6986518156555
3055	c	34	43.4688116208575
3056	a	34	48.5943094428533
3057	a	31	58.4307431008959
3058	c	36	66.7616191127132
3059	b	36	73.8185182076887
3060	b	33	52.1967011737347
3061	b	37	35.1643069164272
3062	a	36	47.2647440811655
3063	b	36	72.342616500203
3064	b	39	48.2612951317207
3065	c	33	40.811897208172
3066	c	33	52.2170412198036
3067	b	36	75.2694495130637
3068	b	32	45.7875036938273
3069	c	34	27.6843977049895
3070	a	31	31.746074619994
3071	a	33	31.0684498591648
3072	c	35	62.3826981744355
3073	a	35	49.4177010233274
3074	c	34	59.8867965868273
3075	a	31	44.5323911264241
3076	a	41	68.9837756659034
3077	c	32	54.5214412501716
3078	b	30	54.7057826803808
3079	a	35	30.2029729162257
3080	c	34	37.6440238888234
3081	c	34	31.1063110361596
3082	c	28	59.487368252175
3083	b	40	43.1857858680786
3084	c	32	57.7420359211829
3085	c	33	66.4967221042957
3086	a	31	61.4628163121458
3087	a	28	38.8454352533796
3088	c	37	26.8354208290799
3089	c	37	44.0658909383082
3090	b	31	57.3857693110471
3091	c	29	54.912557859545
3092	a	37	28.8239532529139
3093	b	36	47.4111547099188
3094	a	34	42.0457954665154
3095	b	29	63.2510815233641
3096	b	34	30.505274708823
3097	c	34	36.9662512005677
3098	c	35	50.8484714019503
3099	b	32	61.8538997320977
3100	a	30	30.4596955549258
3101	b	33	43.3619443143528
3102	c	31	70.5498138474864
3103	a	36	51.1015526237244
3104	b	33	51.7184731916482
3105	c	30	62.2925614414617
3106	a	33	47.4715506209394
3107	a	37	44.7423085753121
3108	b	34	38.5429491890709
3109	c	31	46.2002594444101
3110	a	32	39.9658853994195
3111	c	40	69.3781336988224
3112	b	37	75.8811124267599
3113	c	30	74.9670529636723
3114	b	31	42.5314541099083
3115	c	34	78.9341825988643
3116	c	32	45.666346899859
3117	a	33	51.5351830938098
3118	c	31	63.8774090348116
3119	c	42	39.0401992940287
3120	a	30	56.9006860013405
3121	c	34	57.5563694902621
3122	b	35	32.294195758576
3123	a	31	29.1263054710785
3124	a	32	28.3663144355162
3125	b	41	51.3954873617221
3126	a	32	40.6692697677828
3127	c	31	51.877892950765
3128	b	36	48.2752873433511
3129	a	33	28.9724019181521
3130	c	39	46.3871550589177
3131	c	36	78.446685063148
3132	b	35	54.7350545054562
3133	b	36	28.1288149750726
3134	c	38	51.6863503713037
3135	c	33	37.9849067289518
3136	c	33	38.8072551699353
3137	c	35	44.3903004808535
3138	a	35	36.8527735835504
3139	c	41	55.4125467640598
3140	b	38	43.1136340652307
3141	b	36	42.2733716063571
3142	b	31	40.1644462529891
3143	b	37	71.0749991216504
3144	b	36	58.6693482067656
3145	a	40	64.9212778788178
3146	a	32	63.4367754322537
3147	c	35	59.9067738197764
3148	c	37	78.0820999549916
3149	b	36	61.5769354498849
3150	a	30	49.8128656505527
3151	a	35	49.8670613472138
3152	c	34	68.6083257215629
3153	c	31	20.3446732466098
3154	a	35	66.9589185114803
3155	a	32	34.3243445960625
3156	a	32	66.2504949890859
3157	b	33	23.7962495805727
3158	c	41	40.6729046275393
3159	b	35	42.1528313261687
3160	b	36	59.3830619747399
3161	a	33	50.4761488750662
3162	a	31	18.2405493369369
3163	b	34	49.8911613643211
3164	a	32	34.1395494338592
3165	a	37	86.7180493119868
3166	c	34	45.0646627188059
3167	b	35	57.2051179628724
3168	b	40	86.0891517549052
3169	a	37	32.9029240122471
3170	b	34	50.9020617696591
3171	a	29	38.2327676644393
3172	c	33	31.3420791430765
3173	b	41	61.0121204103523
3174	c	31	44.6957163127935
3175	a	37	19.3307210244718
3176	c	36	47.7958171613168
3177	a	34	45.3520839538622
3178	a	34	45.7503473012077
3179	c	37	91.0642771756123
3180	b	34	51.062601103556
3181	b	42	65.420095977458
3182	b	33	49.3104599513185
3183	b	39	60.6765132358242
3184	c	34	71.0626563571793
3185	a	36	51.2823299129985
3186	b	33	28.3596530391301
3187	b	34	63.3504460459235
3188	b	36	36.2457789984379
3189	b	33	66.5744952488714
3190	c	32	55.5478660717071
3191	a	33	64.7297875891733
3192	a	41	31.2535726263925
3193	b	35	59.100558038237
3194	b	31	46.4634308087201
3195	b	33	23.9406328790314
3196	a	37	40.915167122188
3197	a	36	54.7168700948902
3198	a	32	69.0886766841122
3199	b	37	65.2098418610556
3200	a	40	90.6935378941302
3201	a	35	71.4146281130007
3202	c	39	59.3225008026341
3203	c	34	52.5066260136243
3204	c	37	45.2603737551905
3205	b	33	16.0779818871125
3206	b	43	55.209426131787
3207	c	35	60.262091785713
3208	c	38	48.892365947354
3209	b	36	43.2364579558107
3210	a	37	34.2009843030248
3211	c	40	21.4851298352587
3212	b	32	42.7238674745248
3213	c	30	57.6757947711799
3214	a	37	12.934828391411
3215	a	34	44.2082218339871
3216	b	38	33.3654009833374
3217	a	35	46.695798148594
3218	b	39	38.7788394150967
3219	a	32	31.3177536919545
3220	a	40	61.0617823739461
3221	a	33	38.7090778732907
3222	a	31	49.0819725901762
3223	c	35	14.2359325958936
3224	b	34	59.9150732877938
3225	a	35	55.475930888994
3226	b	33	20.4591561083133
3227	c	37	49.1504186960965
3228	b	36	63.3851916575202
3229	b	33	46.251426529822
3230	b	24	68.6493982193356
3231	b	34	47.9362607356963
3232	b	40	18.6590030951938
3233	a	39	38.4507297599494
3234	a	35	41.6610349799002
3235	a	36	61.8250597797588
3236	c	39	63.979034319502
3237	c	34	65.174587966149
3238	b	35	23.6795269126306
3239	c	36	41.2788632032088
3240	a	41	51.4572308205899
3241	a	33	49.8680479152111
3242	a	38	50.9739164651278
3243	a	42	60.8007054066793
3244	c	28	53.1801842143511
3245	a	37	53.492438201112
3246	b	32	54.4378786216808
3247	a	31	56.3411028853288
3248	b	34	77.4687317318441
3249	b	33	54.6237786197817
3250	a	40	70.7665334511323
3251	c	38	46.6456695747225
3252	c	34	42.9613697553904
3253	a	37	43.3817091183776
3254	c	36	62.1439355562
3255	a	40	28.4983989257489
3256	c	33	64.3875905904961
3257	a	42	32.4217892814463
3258	c	35	81.2273164526127
3259	a	30	40.5381077867418
3260	b	35	55.1938972324992
3261	c	29	35.0039805302737
3262	a	33	79.6986791022928
3263	c	34	31.6191297808537
3264	a	36	52.7532442233139
3265	c	37	44.1766660359222
3266	c	37	68.4023880194316
3267	c	37	51.735905715894
3268	b	37	37.6297632593392
3269	b	33	72.5129569795323
3270	b	34	66.431257083629
3271	c	31	66.9479135661588
3272	a	31	28.9752839975187
3273	c	37	43.1744238845094
3274	a	41	21.9838506525561
3275	b	32	42.5848696225149
3276	b	33	39.8871204077644
3277	b	35	44.029002343949
3278	a	31	56.0715340568294
3279	a	30	32.3827154863525
3280	b	30	23.8399349568575
3281	a	39	36.8973459171894
3282	a	35	68.1412910106244
3283	a	33	18.2387722033552
3284	c	36	64.7496057638153
3285	a	30	73.6074498612652
3286	b	33	53.4539731508673
3287	c	34	56.9620649486408
3288	b	36	29.8380518190043
3289	b	36	53.0413884736302
3290	a	41	47.0179088989747
3291	a	35	48.5679434374708
3292	c	31	26.6173987299011
3293	b	33	67.0219289403997
3294	c	38	50.9117417512758
3295	c	38	38.1710480483102
3296	a	40	40.1005830997367
3297	a	36	30.7374046808203
3298	b	34	60.722913444794
3299	a	33	67.5829842361734
3300	b	36	52.4879803554177
3301	a	32	59.4696120153963
3302	c	35	38.4321932214256
3303	b	37	18.5859318285758
3304	a	37	45.0733784977928
3305	b	37	62.7371342715453
3306	c	34	54.1864788778083
3307	b	31	42.0670127125537
3308	a	31	51.9942379175078
3309	c	33	45.9129638758034
3310	c	35	59.6447858771331
3311	a	34	64.9686651774128
3312	a	33	33.5013101051225
3313	c	36	65.9800166675147
3314	c	37	38.7492122508982
3315	a	33	43.6198487380105
3316	b	35	34.1033283377105
3317	c	30	76.4745531699092
3318	a	42	79.3944608245662
3319	a	34	10.7122939196172
3320	b	38	39.4250928455264
3321	c	37	43.2539673041284
3322	c	37	46.6878044087226
3323	c	31	29.2746684368584
3324	b	28	58.6837373577489
3325	b	30	52.3946691567678
3326	a	36	45.8084012935803
3327	b	38	71.5784026507258
3328	b	30	39.4645505310898
3329	a	33	49.3201701134191
3330	b	36	64.5999174874891
3331	a	37	48.8712425679578
3332	c	34	99.4850204169509
3333	b	35	64.9646695073858
3334	b	39	57.2474530941515
3335	c	37	32.8948488418959
3336	b	37	58.3771524253937
3337	b	34	30.0320310619754
3338	a	32	50.583402404849
3339	c	32	53.6200236866453
3340	b	33	47.8092041224551
3341	b	35	74.7506901681914
3342	b	32	36.4753525850839
3343	b	32	54.4736913162356
3344	b	32	43.8190799448556
3345	a	33	66.146609339132
3346	c	31	51.0450572362962
3347	a	32	70.67617962546
3348	c	37	42.4126670531046
3349	a	30	47.2435582514912
3350	a	31	64.8987122379549
3351	a	34	27.6222524305275
3352	b	36	44.5888575467152
3353	c	32	85.7834856386885
3354	b	36	52.1257716404526
3355	b	31	62.8072324585938
3356	b	32	42.8995520841868
3357	c	33	48.1985570432855
3358	a	36	40.7412453299281
3359	b	39	43.1163822811931
3360	b	33	48.2796057409535
3361	c	33	12.2499018153436
3362	a	31	28.6870004258011
3363	c	32	65.6517157270636
3364	c	38	79.194482285358
3365	c	37	51.1210639199461
3366	c	36	67.1828257719719
3367	c	34	30.7983399094912
3368	a	38	35.2937549275456
3369	a	32	63.7563548879236
3370	c	36	50.0006912076108
3371	c	36	62.1870128843948
3372	c	34	35.6729225042388
3373	a	34	51.4751094602799
3374	c	36	38.8554189876761
3375	c	29	79.0683393404312
3376	a	29	34.2694716245728
3377	a	33	64.0347480732893
3378	a	33	66.4997088279352
3379	c	35	61.8033517969367
3380	b	42	58.6124918535698
3381	b	31	52.4284957290137
3382	b	36	33.269856161402
3383	b	34	39.4319355108385
3384	a	35	66.5535040370288
3385	a	25	53.6614122983641
3386	c	32	44.4543087549297
3387	c	35	39.061251260138
3388	c	36	39.2485126051509
3389	b	32	58.7742677105831
3390	a	31	32.5355980368597
3391	c	33	46.3639200057291
3392	a	36	56.9394096077434
3393	a	30	31.8430808677848
3394	a	29	55.0134233572385
3395	b	39	56.4893129975989
3396	a	28	56.5865958465683
3397	a	36	67.9422765294008
3398	b	32	27.9751222715382
3399	c	36	34.6648244843218
3400	a	39	46.6904495417839
3401	b	37	25.7821073883483
3402	a	33	33.106228567781
3403	a	33	59.6434888614264
3404	a	29	69.8604604523465
3405	c	32	62.3337584500229
3406	b	36	39.4176411813913
3407	b	37	31.83008329746
3408	a	29	24.6529310501587
3409	c	27	45.4704895483146
3410	b	30	29.7986607316245
3411	b	37	44.9266055361775
3412	c	33	47.325450518623
3413	b	38	54.1020192560317
3414	b	30	75.6425692496264
3415	b	34	34.8821342529427
3416	b	33	58.1227312102507
3417	a	36	51.7195936524354
3418	a	32	60.7343115747343
3419	b	36	67.7107709671474
3420	b	36	24.6993736487101
3421	a	37	62.64894724512
3422	b	40	53.5485669031262
3423	a	32	64.9262827562693
3424	b	34	50.6533568724602
3425	c	41	50.6417745568352
3426	c	34	80.8541521775465
3427	a	28	27.7537979745947
3428	b	35	32.2637034197216
3429	c	41	40.6980205297415
3430	b	28	79.0692477145982
3431	c	31	37.0044894222431
3432	b	32	64.145692091752
3433	b	31	30.750361530744
3434	c	34	66.0103660345368
3435	c	33	64.7301455951676
3436	c	38	72.0736543028386
3437	c	38	55.903842124457
3438	b	30	51.0008516698446
3439	c	34	70.3336567248998
3440	c	30	51.972413174745
3441	a	32	46.5427746841682
3442	c	37	49.560113313491
3443	c	34	26.6582494713016
3444	b	35	51.2349613445846
3445	c	33	31.0631806626061
3446	b	29	61.5065501472893
3447	b	31	34.8541799401839
3448	a	35	48.7815914050526
3449	b	34	48.7750187087408
3450	b	38	50.3592625461709
3451	a	36	71.142310710358
3452	a	34	55.0203804720935
3453	a	32	29.8017065153529
3454	b	34	41.9830046151735
3455	b	35	60.1162718897123
3456	b	32	56.2874214255198
3457	c	33	56.3639066392235
3458	a	37	63.4092903675637
3459	c	31	54.0241820030382
3460	b	35	68.5537010339515
3461	c	38	50.2526502900543
3462	b	33	53.5198387578949
3463	a	34	66.0253852523336
3464	a	37	56.8260342270944
3465	c	35	49.0492296854089
3466	b	33	39.529934791939
3467	a	31	50.0028694023332
3468	c	35	77.1682907020878
3469	c	33	49.2224051413006
3470	b	34	78.955479740744
3471	b	32	51.2737352765031
3472	a	35	46.0666602771296
3473	c	33	61.8375413693406
3474	c	37	47.4166723496436
3475	a	38	42.7590535193275
3476	b	31	44.1696012991447
3477	b	39	33.9570566485786
3478	c	37	46.6694526508556
3479	b	36	41.0629763900806
3480	b	29	33.1786774626372
3481	c	34	67.7700619058718
3482	a	35	38.477123782208
3483	c	37	79.8405594836197
3484	c	30	52.8719244543362
3485	a	31	49.109763742714
3486	a	37	69.5811058807683
3487	b	37	59.5402294452831
3488	c	35	25.4611424467203
3489	c	41	46.9906110207162
3490	a	39	31.0359909272064
3491	a	32	34.304429688512
3492	c	38	68.1836669601037
3493	a	36	76.9098731179812
3494	b	39	52.1925003173362
3495	b	33	31.2325998021424
